sale_id,customer_id,model,model_variant,cartype,fuel_variant,region,city,sale_date,sale_amount
SALE0253,CUST141,Ford EcoSport,Top,Convertible,Hybrid,South,Hyderabad,2023-05-26,5865447.2
SALE0254,CUST096,Honda City,Top,Convertible,Electric,East,Jaipur,2024-03-03,3853299.94
SALE0255,CUST129,Honda City,Base,SUV,Petrol,East,Lucknow,2025-04-01,4941415.62
SALE0256,CUST117,Volkswagen Virtus,Mid,Convertible,Hybrid,East,Lucknow,2025-03-31,5629391.17
SALE0257,CUST042,Maruti Suzuki Brezza,Second-Top,Convertible,Electric,South-West,Visakhapatnam,2023-05-26,4427194.95
SALE0258,CUST122,Toyota Fortuner,Base,Coupe,Electric,South,Chandigarh,2023-09-05,3751991.57
SALE0259,CUST186,Ford EcoSport,Base,Convertible,CNG,North-East,Kolkata,2023-10-13,4495560.61
SALE0260,CUST123,MG Hector,Mid,Convertible,Hybrid,Central,Hyderabad,2025-02-13,5036970.97
SALE0261,CUST009,Mahindra XUV700,Base,Sedan,Petrol,North-West,Lucknow,2025-01-05,2861413.61
SALE0262,CUST177,Honda City,Mid,Hatchback,Hybrid,North-West,Delhi,2025-01-04,4411186.25
SALE0263,CUST054,Volkswagen Virtus,Top,MPV,CNG,Central,Lucknow,2023-12-29,5766101.66
SALE0264,CUST137,Skoda Kushaq,Top,Convertible,Electric,North-East,Visakhapatnam,2023-07-27,1638226.51
SALE0265,CUST072,Mahindra XUV700,Top,Sedan,Electric,North-East,Jaipur,2024-12-02,4327295.52
SALE0266,CUST082,Skoda Kushaq,Second-Top,Coupe,Hybrid,North-East,Surat,2024-08-29,1258120.17
SALE0267,CUST140,Jeep Compass,Second-Top,Hatchback,Electric,East,Surat,2024-06-23,827159.03
SALE0268,CUST021,Renault Duster,Top,Hatchback,Electric,North-West,Jaipur,2025-03-24,1691167.24
SALE0269,CUST070,Volkswagen Virtus,Top,Sedan,Petrol,West,Kolkata,2024-07-24,874133.32
SALE0270,CUST058,Volkswagen Virtus,Mid,SUV,Petrol,Central,Lucknow,2023-04-08,4473733.5
SALE0271,CUST175,Kia Seltos,Mid,SUV,Hybrid,East,Chandigarh,2024-11-20,4125621.11
SALE0272,CUST123,Skoda Kushaq,Mid,Coupe,Electric,North-East,Delhi,2023-11-07,5502859.58
SALE0273,CUST167,Kia Seltos,Mid,Convertible,Petrol,East,Chandigarh,2024-07-30,5364122.86
SALE0274,CUST010,Hyundai Creta,Second-Top,Hatchback,Diesel,North-East,Delhi,2025-02-17,650042.71
SALE0275,CUST155,MG Hector,Base,Coupe,Electric,North-West,Visakhapatnam,2023-07-10,5402003.8
SALE0276,CUST130,Hyundai Creta,Second-Top,Coupe,Diesel,South,Lucknow,2023-06-26,1477469.02
SALE0277,CUST166,Skoda Kushaq,Top,MPV,Diesel,North,Lucknow,2023-06-20,4870145.39
SALE0278,CUST173,MG Hector,Mid,Sedan,Hybrid,Central,Chandigarh,2024-05-11,3382515.56
SALE0279,CUST103,Kia Seltos,Base,Sedan,Diesel,North-West,Lucknow,2023-10-19,5653457.09
SALE0280,CUST067,Tata Nexon,Second-Top,Sedan,CNG,North-East,Lucknow,2024-06-18,2230507.53
SALE0281,CUST147,Renault Duster,Base,Coupe,Electric,West,Delhi,2024-09-08,4206045.02
SALE0282,CUST079,Skoda Kushaq,Mid,Hatchback,Hybrid,North-East,Chennai,2023-08-29,4049041.16
SALE0283,CUST095,Toyota Fortuner,Mid,Sedan,Diesel,North-West,Hyderabad,2024-07-09,3056884.83
SALE0284,CUST096,MG Hector,Second-Top,MPV,Hybrid,North-West,Jaipur,2023-10-12,4714041.95
SALE0285,CUST194,Jeep Compass,Base,Convertible,CNG,South-West,Bangalore,2024-03-25,5553121.42
SALE0286,CUST016,Kia Seltos,Mid,Convertible,Hybrid,East,Pune,2025-01-23,2371835.24
SALE0287,CUST114,Volkswagen Virtus,Base,MPV,Diesel,North-West,Bangalore,2024-12-11,5454002.5
SALE0288,CUST015,Skoda Kushaq,Second-Top,Sedan,Hybrid,Central,Cochin,2023-06-09,3645120.4
SALE0289,CUST119,Volkswagen Virtus,Top,MPV,Petrol,Central,Ahmedabad,2024-02-06,5008847.42
SALE0290,CUST056,Renault Duster,Base,SUV,CNG,South-West,Bangalore,2023-10-22,3522282.92
SALE0291,CUST018,Tata Nexon,Second-Top,SUV,Electric,Central,Pune,2023-04-05,4752449.14
SALE0292,CUST165,Ford EcoSport,Second-Top,Coupe,CNG,North-West,Indore,2024-10-17,2628485.88
SALE0293,CUST170,Jeep Compass,Mid,MPV,Electric,South,Pune,2024-07-11,5961372.59
SALE0294,CUST136,Honda City,Mid,MPV,Diesel,North,Mumbai,2023-10-11,5883849.69
SALE0295,CUST173,Skoda Kushaq,Second-Top,Convertible,CNG,West,Kolkata,2024-09-25,3087376.5
SALE0296,CUST071,Hyundai Creta,Mid,MPV,Petrol,North,Chandigarh,2024-05-10,3920585.32
SALE0297,CUST062,Tata Nexon,Mid,SUV,Petrol,North,Cochin,2024-02-09,3828038.44
SALE0298,CUST013,Renault Duster,Mid,MPV,Petrol,Central,Cochin,2023-04-10,1865432.1
SALE0299,CUST194,Mahindra XUV700,Base,Sedan,Hybrid,North-East,Kolkata,2023-05-28,5005245.79
SALE0300,CUST148,Renault Duster,Top,Convertible,Hybrid,South-West,Kolkata,2025-01-07,2229527.95
SALE0301,CUST170,Hyundai Creta,Mid,Hatchback,Electric,North-East,Delhi,2025-01-22,3606277.84
SALE0302,CUST189,MG Hector,Mid,MPV,CNG,North-West,Delhi,2024-05-05,5850367.27
SALE0303,CUST172,Jeep Compass,Second-Top,Convertible,Electric,Central,Chandigarh,2024-12-03,1405775.08
SALE0304,CUST048,Honda City,Second-Top,Sedan,Diesel,North-East,Hyderabad,2024-06-01,4951191.26
SALE0305,CUST144,Tata Nexon,Second-Top,Hatchback,Hybrid,East,Indore,2023-07-20,1911435.99
SALE0306,CUST085,Mahindra XUV700,Base,Hatchback,Electric,South,Jaipur,2023-07-05,878297.8
SALE0307,CUST173,Honda City,Base,SUV,Diesel,West,Visakhapatnam,2023-11-14,1728001.08
SALE0308,CUST078,Maruti Suzuki Brezza,Base,Sedan,Diesel,South,Visakhapatnam,2025-01-19,5537983.0
SALE0309,CUST155,Renault Duster,Mid,Hatchback,Diesel,South-West,Surat,2024-11-04,2655573.42
SALE0310,CUST167,Volkswagen Virtus,Top,Coupe,Electric,South-West,Visakhapatnam,2024-12-22,3116421.96
SALE0311,CUST185,Ford EcoSport,Second-Top,Coupe,Diesel,South-West,Lucknow,2025-01-19,2835222.92
SALE0312,CUST057,MG Hector,Mid,SUV,Electric,Central,Surat,2023-09-03,1423021.61
SALE0313,CUST059,Maruti Suzuki Brezza,Second-Top,Convertible,Diesel,North-West,Lucknow,2023-10-02,1989564.49
SALE0314,CUST126,Hyundai Verna,Second-Top,Hatchback,Diesel,South-West,Pune,2023-06-17,1355776.05
SALE0315,CUST126,Volkswagen Virtus,Mid,Convertible,Petrol,North,Bangalore,2024-10-24,5704015.8
SALE0316,CUST013,Jeep Compass,Base,Hatchback,Diesel,West,Bangalore,2025-01-08,4418715.64
SALE0317,CUST056,Tata Nexon,Second-Top,Coupe,Petrol,North-West,Visakhapatnam,2024-01-25,684951.54
SALE0318,CUST142,Volkswagen Virtus,Second-Top,SUV,Petrol,North-East,Surat,2024-06-29,692570.03
SALE0319,CUST179,Hyundai Verna,Second-Top,Sedan,Petrol,South,Hyderabad,2023-07-24,1901231.69
SALE0320,CUST135,MG Hector,Top,Coupe,Electric,Central,Bangalore,2025-02-10,2614478.55
SALE0321,CUST118,Honda City,Mid,MPV,Diesel,North-East,Bangalore,2024-12-25,4130172.89
SALE0322,CUST167,Hyundai Verna,Base,SUV,CNG,Central,Indore,2025-03-16,3584587.77
SALE0323,CUST164,Tata Nexon,Base,MPV,Diesel,South,Visakhapatnam,2024-11-15,5164780.89
SALE0324,CUST085,Jeep Compass,Base,Convertible,Petrol,West,Jaipur,2025-01-06,5466873.98
SALE0325,CUST146,Renault Duster,Second-Top,Coupe,Petrol,South,Ahmedabad,2023-04-21,5456282.91
SALE0326,CUST169,MG Hector,Base,Sedan,Electric,North,Jaipur,2024-09-22,3769994.96
SALE0327,CUST183,Ford EcoSport,Second-Top,SUV,Electric,East,Kolkata,2023-12-01,3660157.97
SALE0328,CUST100,Hyundai Verna,Top,Hatchback,Diesel,South,Bhopal,2025-02-11,889960.73
SALE0329,CUST060,Honda City,Base,Coupe,Hybrid,Central,Lucknow,2024-11-09,759978.56
SALE0330,CUST116,Toyota Fortuner,Second-Top,Sedan,Electric,Central,Chandigarh,2024-12-24,1602984.37
SALE0331,CUST170,MG Hector,Second-Top,SUV,Hybrid,North-East,Kolkata,2024-11-15,4450786.08
SALE0332,CUST069,Kia Seltos,Mid,Hatchback,Diesel,Central,Lucknow,2023-10-15,2547781.23
SALE0333,CUST002,Kia Seltos,Top,Hatchback,Electric,North-East,Chennai,2024-10-29,1315537.82
SALE0334,CUST111,Hyundai Creta,Second-Top,Convertible,Hybrid,Central,Chennai,2023-06-21,741814.28
SALE0335,CUST142,Maruti Suzuki Brezza,Base,Convertible,Hybrid,South-West,Indore,2024-12-30,666639.32
SALE0336,CUST100,Honda City,Base,MPV,Hybrid,West,Pune,2024-12-20,4300706.36
SALE0337,CUST036,Hyundai Creta,Top,Coupe,Electric,North-West,Hyderabad,2023-09-12,941642.61
SALE0338,CUST071,Honda City,Second-Top,Coupe,CNG,South,Bhopal,2024-11-19,1959178.58
SALE0339,CUST185,Mahindra XUV700,Second-Top,Convertible,Hybrid,West,Cochin,2024-03-04,1177650.78
SALE0340,CUST002,Toyota Fortuner,Second-Top,Coupe,Hybrid,Central,Lucknow,2023-11-12,2977203.78
SALE0341,CUST167,Honda City,Mid,Coupe,Electric,West,Visakhapatnam,2024-11-04,2296589.72
SALE0342,CUST082,Honda City,Top,MPV,CNG,West,Lucknow,2023-09-16,2630698.63
SALE0343,CUST101,Hyundai Verna,Top,SUV,Hybrid,West,Pune,2023-04-20,4281248.22
SALE0344,CUST007,Volkswagen Virtus,Second-Top,MPV,Diesel,North-West,Surat,2023-08-22,5088921.77
SALE0345,CUST105,Kia Seltos,Second-Top,Sedan,Electric,West,Ahmedabad,2023-11-28,4156780.03
SALE0346,CUST109,Renault Duster,Second-Top,SUV,CNG,North-West,Indore,2024-12-24,3485583.97
SALE0347,CUST178,Hyundai Verna,Second-Top,Convertible,Petrol,South-West,Bangalore,2025-03-09,1190594.9
SALE0348,CUST169,Mahindra XUV700,Top,Sedan,Hybrid,North,Indore,2023-10-24,5820780.12
SALE0349,CUST111,Maruti Suzuki Brezza,Base,SUV,Petrol,North-East,Kolkata,2024-07-14,3357651.7
SALE0350,CUST143,Volkswagen Virtus,Mid,Hatchback,Electric,Central,Cochin,2024-01-20,4770648.06
SALE0351,CUST177,MG Hector,Mid,Coupe,Petrol,North-West,Chennai,2025-03-20,2195333.99
SALE0352,CUST030,Kia Seltos,Mid,Coupe,Electric,South-West,Cochin,2024-04-28,4835057.99
SALE0353,CUST124,Volkswagen Virtus,Top,Hatchback,Petrol,North-West,Cochin,2025-02-17,2322111.16
SALE0354,CUST012,Toyota Fortuner,Base,SUV,Electric,South,Pune,2023-06-26,5621581.21
SALE0355,CUST063,Renault Duster,Mid,Convertible,Diesel,South-West,Chandigarh,2025-03-12,5775698.16
SALE0356,CUST104,Mahindra XUV700,Mid,Sedan,CNG,Central,Mumbai,2023-08-11,4581897.2
SALE0357,CUST116,Mahindra XUV700,Second-Top,Hatchback,Petrol,West,Jaipur,2025-03-06,2103062.08
SALE0358,CUST017,Renault Duster,Base,Convertible,Diesel,South-West,Lucknow,2023-10-14,1664201.09
SALE0359,CUST068,Kia Seltos,Second-Top,Convertible,Electric,Central,Indore,2023-06-21,3769825.46
SALE0360,CUST091,Maruti Suzuki Brezza,Second-Top,Convertible,Diesel,North-East,Bangalore,2024-02-14,4229394.44
SALE0361,CUST031,Maruti Suzuki Brezza,Mid,Coupe,Petrol,East,Bhopal,2024-09-16,4344557.33
SALE0362,CUST100,Volkswagen Virtus,Second-Top,Convertible,Diesel,Central,Chandigarh,2023-11-18,1603069.98
SALE0363,CUST138,Jeep Compass,Mid,Convertible,Diesel,North-West,Surat,2024-06-19,1357601.29
SALE0364,CUST116,Maruti Suzuki Brezza,Base,Coupe,Petrol,North-West,Hyderabad,2024-04-10,1653693.85
SALE0365,CUST144,Honda City,Second-Top,Hatchback,CNG,Central,Cochin,2024-01-09,3238977.36
SALE0366,CUST145,Kia Seltos,Base,Sedan,Electric,North,Ahmedabad,2024-05-28,1814154.45
SALE0367,CUST044,Toyota Fortuner,Second-Top,Convertible,CNG,South,Chennai,2023-10-06,2046600.11
SALE0368,CUST094,Volkswagen Virtus,Base,MPV,CNG,West,Chandigarh,2024-09-02,1153048.77
SALE0369,CUST168,Hyundai Verna,Mid,Coupe,Petrol,North-West,Ahmedabad,2023-04-04,2482315.67
SALE0370,CUST023,Hyundai Verna,Second-Top,SUV,Diesel,West,Bhopal,2025-02-07,5249662.96
SALE0371,CUST162,MG Hector,Second-Top,Sedan,Hybrid,East,Jaipur,2024-04-30,4993061.27
SALE0372,CUST016,Ford EcoSport,Top,Convertible,Electric,East,Lucknow,2024-09-09,5886600.84
SALE0373,CUST075,Toyota Fortuner,Top,Convertible,Petrol,East,Chandigarh,2024-09-26,5561351.04
SALE0374,CUST168,Toyota Fortuner,Mid,MPV,Diesel,West,Hyderabad,2024-08-05,4441532.18
SALE0375,CUST064,Hyundai Verna,Second-Top,Hatchback,Diesel,North-East,Chandigarh,2023-12-25,2625930.57
SALE0376,CUST163,Kia Seltos,Base,Hatchback,Hybrid,North-East,Bhopal,2023-05-24,3055356.51
SALE0377,CUST084,Skoda Kushaq,Base,MPV,Petrol,North-West,Bhopal,2024-07-31,5190573.69
SALE0378,CUST137,Ford EcoSport,Second-Top,Sedan,CNG,West,Visakhapatnam,2023-11-30,2050098.93
SALE0379,CUST073,Hyundai Verna,Top,Convertible,Hybrid,East,Visakhapatnam,2023-11-18,4856839.73
SALE0380,CUST196,Jeep Compass,Base,SUV,Petrol,North-West,Mumbai,2024-12-12,1270880.77
SALE0381,CUST041,Hyundai Verna,Second-Top,Hatchback,Petrol,Central,Jaipur,2024-09-10,5976747.97
SALE0382,CUST167,Hyundai Creta,Top,Sedan,Electric,South,Bhopal,2023-11-08,1952102.1
SALE0383,CUST171,Maruti Suzuki Brezza,Mid,SUV,CNG,North-East,Kolkata,2023-11-15,2917847.08
SALE0384,CUST181,Kia Seltos,Base,SUV,Diesel,North-West,Bangalore,2024-01-26,1316578.88
SALE0385,CUST133,Mahindra XUV700,Second-Top,SUV,Petrol,South-West,Chennai,2024-01-22,5936036.51
SALE0386,CUST178,Honda City,Mid,Hatchback,Petrol,West,Indore,2023-11-05,1082387.84
SALE0387,CUST027,Ford EcoSport,Base,Coupe,Electric,North-East,Hyderabad,2023-07-05,2666693.67
SALE0388,CUST193,Hyundai Verna,Mid,MPV,Diesel,South,Mumbai,2024-02-04,3895723.89
SALE0389,CUST113,Hyundai Creta,Top,MPV,Diesel,East,Chandigarh,2025-02-18,3926810.47
SALE0390,CUST056,Skoda Kushaq,Base,SUV,Diesel,South,Indore,2024-08-10,2498292.46
SALE0391,CUST081,Honda City,Mid,Sedan,Electric,South,Kolkata,2025-01-21,3588341.81
SALE0392,CUST185,MG Hector,Top,MPV,Petrol,North-East,Jaipur,2024-06-25,3395845.29
SALE0393,CUST049,Volkswagen Virtus,Second-Top,Coupe,Petrol,West,Visakhapatnam,2023-11-08,2683782.1
SALE0394,CUST128,Mahindra XUV700,Base,Convertible,Petrol,South-West,Lucknow,2024-05-07,1312707.56
SALE0395,CUST146,Hyundai Verna,Second-Top,Coupe,Hybrid,East,Visakhapatnam,2023-04-03,5754046.11
SALE0396,CUST019,Ford EcoSport,Base,Convertible,Petrol,North,Ahmedabad,2023-10-29,1765011.87
SALE0397,CUST102,Tata Nexon,Top,MPV,Hybrid,Central,Chandigarh,2024-02-11,4389777.45
SALE0398,CUST164,Kia Seltos,Mid,Coupe,Petrol,North-East,Bangalore,2024-05-30,3361045.37
SALE0399,CUST040,Mahindra XUV700,Top,Hatchback,Hybrid,South,Surat,2024-07-24,4372849.76
SALE0400,CUST062,Renault Duster,Base,Sedan,Petrol,Central,Chennai,2024-03-07,3048207.95
SALE0401,CUST015,MG Hector,Top,MPV,Diesel,South,Mumbai,2024-02-20,4422663.28
SALE0402,CUST003,Renault Duster,Mid,Hatchback,Electric,North-East,Pune,2023-09-06,2608094.93
SALE0403,CUST200,Renault Duster,Top,MPV,Petrol,North,Lucknow,2024-03-13,4958382.37
SALE0404,CUST135,Toyota Fortuner,Base,Coupe,Hybrid,South,Visakhapatnam,2025-01-20,3058068.0
SALE0405,CUST015,Maruti Suzuki Brezza,Second-Top,Convertible,Diesel,South-West,Pune,2024-11-04,1977626.84
SALE0406,CUST147,Kia Seltos,Base,Sedan,Hybrid,North,Delhi,2023-08-05,5236920.65
SALE0407,CUST063,Tata Nexon,Base,Hatchback,Electric,Central,Hyderabad,2023-06-03,1566389.04
SALE0408,CUST010,Hyundai Verna,Second-Top,Sedan,Electric,West,Chandigarh,2024-04-13,5545615.73
SALE0409,CUST070,Maruti Suzuki Brezza,Base,Convertible,Electric,South,Delhi,2024-07-08,1568459.49
SALE0410,CUST133,Ford EcoSport,Base,Hatchback,Petrol,North-West,Surat,2023-12-04,4777048.39
SALE0411,CUST084,Toyota Fortuner,Base,Convertible,CNG,North,Bhopal,2024-11-21,1683624.23
SALE0412,CUST078,MG Hector,Mid,Hatchback,Electric,North-West,Jaipur,2024-10-03,4555302.02
SALE0413,CUST195,Volkswagen Virtus,Mid,Sedan,Petrol,Central,Mumbai,2024-08-06,1858187.81
SALE0414,CUST163,Maruti Suzuki Brezza,Base,Coupe,Petrol,Central,Surat,2023-09-14,1161324.7
SALE0415,CUST061,Volkswagen Virtus,Second-Top,Hatchback,Petrol,East,Ahmedabad,2023-08-26,1102343.85
SALE0416,CUST134,Mahindra XUV700,Second-Top,MPV,Electric,North-West,Bangalore,2023-04-20,3736161.39
SALE0417,CUST035,Volkswagen Virtus,Second-Top,SUV,Hybrid,North,Chandigarh,2023-09-28,4177197.21
SALE0418,CUST061,Hyundai Creta,Top,Coupe,Electric,Central,Lucknow,2024-03-15,2317511.68
SALE0419,CUST060,Toyota Fortuner,Base,Sedan,Diesel,South,Hyderabad,2024-12-14,1170551.85
SALE0420,CUST120,Skoda Kushaq,Top,Hatchback,Petrol,South-West,Jaipur,2023-05-26,3040352.22
SALE0421,CUST068,Skoda Kushaq,Base,SUV,Diesel,North-East,Delhi,2024-01-30,1761112.26
SALE0422,CUST084,Hyundai Verna,Mid,SUV,Diesel,South-West,Indore,2024-07-06,3372682.25
SALE0423,CUST077,Jeep Compass,Top,Sedan,Petrol,Central,Cochin,2023-08-23,3602150.31
SALE0424,CUST064,Volkswagen Virtus,Base,Hatchback,Petrol,East,Chennai,2024-08-24,664567.39
SALE0425,CUST200,Hyundai Verna,Mid,Sedan,Diesel,Central,Bhopal,2024-03-29,4305940.41
SALE0426,CUST022,Jeep Compass,Top,SUV,Petrol,South,Jaipur,2023-09-28,5473478.84
SALE0427,CUST033,Skoda Kushaq,Base,Coupe,Petrol,North,Cochin,2024-07-25,873443.58
SALE0428,CUST111,MG Hector,Second-Top,Hatchback,Petrol,Central,Chandigarh,2023-04-07,1533158.94
SALE0429,CUST048,Mahindra XUV700,Top,Coupe,CNG,East,Delhi,2024-10-02,3916175.52
SALE0430,CUST063,MG Hector,Top,Hatchback,CNG,North-West,Delhi,2024-10-16,1073696.38
SALE0431,CUST036,Honda City,Second-Top,Sedan,Hybrid,West,Mumbai,2023-06-19,5942779.53
SALE0432,CUST183,Ford EcoSport,Top,Hatchback,Hybrid,North-West,Bhopal,2024-02-07,5528455.89
SALE0433,CUST083,Volkswagen Virtus,Second-Top,Coupe,Diesel,North,Lucknow,2023-08-09,3824428.3
SALE0434,CUST200,Tata Nexon,Top,SUV,CNG,South-West,Kolkata,2025-03-03,5859491.25
SALE0435,CUST064,Kia Seltos,Mid,Coupe,Hybrid,North,Kolkata,2024-04-15,3708737.39
SALE0436,CUST100,Ford EcoSport,Top,Sedan,Diesel,West,Lucknow,2023-05-09,4953535.22
SALE0437,CUST092,Renault Duster,Base,MPV,Electric,East,Jaipur,2023-10-02,5118162.94
SALE0438,CUST127,Ford EcoSport,Top,Sedan,CNG,North,Bangalore,2024-12-13,903307.07
SALE0439,CUST057,MG Hector,Base,Convertible,CNG,North,Lucknow,2024-03-01,5556639.4
SALE0440,CUST034,Mahindra XUV700,Top,MPV,Diesel,South-West,Delhi,2024-11-08,718329.64
SALE0441,CUST181,MG Hector,Mid,SUV,Hybrid,South-West,Bangalore,2024-08-02,2617390.21
SALE0442,CUST102,Jeep Compass,Base,Coupe,Electric,South-West,Hyderabad,2025-03-25,5869647.63
SALE0443,CUST112,Renault Duster,Second-Top,MPV,Electric,East,Bhopal,2024-06-11,1805480.96
SALE0444,CUST045,MG Hector,Second-Top,Coupe,Electric,East,Pune,2025-02-25,4535687.16
SALE0445,CUST147,Renault Duster,Second-Top,Convertible,Petrol,East,Lucknow,2025-01-13,5573606.37
SALE0446,CUST057,MG Hector,Base,Hatchback,Diesel,South-West,Bangalore,2024-06-23,1885178.0
SALE0447,CUST043,Maruti Suzuki Brezza,Base,MPV,Electric,North-West,Mumbai,2024-09-09,2032147.18
SALE0448,CUST178,Mahindra XUV700,Base,Coupe,Electric,South,Mumbai,2024-04-05,859996.27
SALE0449,CUST188,Skoda Kushaq,Second-Top,Sedan,CNG,North-West,Indore,2024-11-30,2496648.31
SALE0450,CUST026,Honda City,Second-Top,Convertible,Diesel,East,Cochin,2024-05-07,998030.7
SALE0451,CUST009,Hyundai Verna,Top,SUV,Electric,North-East,Chennai,2025-01-17,1000682.17
SALE0452,CUST097,Hyundai Creta,Mid,MPV,Petrol,South,Lucknow,2024-09-27,3807764.94
SALE0453,CUST124,MG Hector,Base,Hatchback,Diesel,Central,Pune,2024-03-14,889201.01
SALE0454,CUST053,Maruti Suzuki Brezza,Mid,Hatchback,Hybrid,North-East,Surat,2023-10-09,2205963.5
SALE0455,CUST013,Kia Seltos,Second-Top,Convertible,Hybrid,North-West,Hyderabad,2023-09-30,894326.2
SALE0456,CUST110,Tata Nexon,Base,Coupe,Hybrid,North-West,Jaipur,2024-07-12,1123729.25
SALE0457,CUST044,Mahindra XUV700,Top,SUV,CNG,South,Surat,2024-10-13,4838333.49
SALE0458,CUST126,Skoda Kushaq,Top,SUV,Hybrid,Central,Pune,2024-04-18,2603510.83
SALE0459,CUST095,Honda City,Mid,Hatchback,Petrol,North-East,Cochin,2024-07-04,3111312.96
SALE0460,CUST069,Mahindra XUV700,Base,Sedan,Petrol,South,Bhopal,2023-10-20,4964172.85
SALE0461,CUST194,Honda City,Mid,Convertible,Petrol,Central,Chandigarh,2023-05-29,5814389.6
SALE0462,CUST122,Jeep Compass,Mid,Hatchback,Electric,South,Indore,2023-10-28,5474996.89
SALE0463,CUST009,Renault Duster,Mid,SUV,CNG,East,Pune,2023-10-18,5849690.34
SALE0464,CUST050,Ford EcoSport,Mid,SUV,CNG,South,Chandigarh,2023-11-22,1690364.11
SALE0465,CUST161,Hyundai Verna,Mid,Convertible,Electric,South-West,Bangalore,2024-05-01,1069948.18
SALE0466,CUST102,Volkswagen Virtus,Top,Coupe,Hybrid,North-West,Mumbai,2023-07-13,4847373.45
SALE0467,CUST151,MG Hector,Second-Top,SUV,CNG,East,Hyderabad,2023-09-19,3659607.21
SALE0468,CUST195,MG Hector,Base,SUV,Hybrid,South,Surat,2024-08-22,5284366.45
SALE0469,CUST106,Maruti Suzuki Brezza,Top,Hatchback,CNG,North-West,Delhi,2024-08-31,1529878.53
SALE0470,CUST037,Honda City,Second-Top,SUV,CNG,South-West,Kolkata,2023-05-19,866171.27
SALE0471,CUST069,Skoda Kushaq,Top,SUV,Electric,North-East,Surat,2024-01-25,2113871.93
SALE0472,CUST179,Skoda Kushaq,Base,Sedan,Diesel,North-East,Cochin,2024-05-03,4779766.86
SALE0473,CUST069,Maruti Suzuki Brezza,Second-Top,Convertible,Petrol,West,Cochin,2024-01-31,1741508.71
SALE0474,CUST105,Hyundai Verna,Second-Top,Convertible,Electric,North,Pune,2023-09-01,954331.63
SALE0475,CUST130,Renault Duster,Second-Top,Sedan,Hybrid,North,Pune,2024-02-04,1640922.61
SALE0476,CUST052,Hyundai Verna,Base,Sedan,Petrol,North-West,Delhi,2025-01-23,5557367.77
SALE0477,CUST051,Renault Duster,Top,Coupe,CNG,Central,Chennai,2024-06-02,4278341.55
SALE0478,CUST096,Mahindra XUV700,Second-Top,Convertible,CNG,East,Visakhapatnam,2024-08-23,3769153.34
SALE0479,CUST089,Maruti Suzuki Brezza,Mid,Coupe,Petrol,North-East,Mumbai,2024-12-19,2687454.62
SALE0480,CUST147,Hyundai Creta,Mid,Sedan,Diesel,West,Ahmedabad,2024-10-13,4118571.6
SALE0481,CUST006,Volkswagen Virtus,Base,Hatchback,Diesel,East,Mumbai,2024-01-06,1808358.17
SALE0482,CUST079,MG Hector,Top,Hatchback,CNG,South-West,Cochin,2023-04-07,1960793.03
SALE0483,CUST078,Skoda Kushaq,Second-Top,Convertible,Petrol,North,Bhopal,2023-12-16,3631868.43
SALE0484,CUST156,MG Hector,Top,Coupe,Petrol,North-West,Bangalore,2024-10-04,2415931.73
SALE0485,CUST164,Toyota Fortuner,Top,Coupe,Electric,North-East,Jaipur,2024-12-16,1409618.2
SALE0486,CUST062,Ford EcoSport,Base,Convertible,CNG,South-West,Hyderabad,2025-02-27,4494929.27
SALE0487,CUST128,Jeep Compass,Top,Coupe,CNG,Central,Indore,2024-02-03,4578353.32
SALE0488,CUST182,MG Hector,Mid,Coupe,Diesel,North-West,Bhopal,2024-09-30,3339500.22
SALE0489,CUST044,Hyundai Verna,Mid,Coupe,Petrol,North-West,Hyderabad,2024-05-06,4600962.01
SALE0490,CUST144,Renault Duster,Mid,MPV,Electric,South,Kolkata,2024-06-16,2518530.34
SALE0491,CUST079,Renault Duster,Second-Top,Coupe,Electric,North-East,Surat,2023-09-11,3104307.39
SALE0492,CUST121,Kia Seltos,Base,MPV,Hybrid,South,Visakhapatnam,2023-09-10,5402900.73
SALE0493,CUST031,Volkswagen Virtus,Second-Top,Convertible,Electric,Central,Delhi,2024-02-15,5302585.39
SALE0494,CUST036,Hyundai Creta,Mid,Coupe,CNG,North-West,Hyderabad,2023-04-24,2308470.67
SALE0495,CUST047,Renault Duster,Base,Hatchback,Electric,East,Lucknow,2023-12-04,4026294.43
SALE0496,CUST116,Tata Nexon,Top,Sedan,Diesel,East,Visakhapatnam,2024-08-11,4840138.89
SALE0497,CUST023,Ford EcoSport,Mid,Convertible,CNG,Central,Indore,2024-01-23,2916737.42
SALE0498,CUST099,Skoda Kushaq,Base,SUV,Hybrid,West,Bhopal,2023-08-01,5730370.52
SALE0499,CUST194,Maruti Suzuki Brezza,Mid,SUV,Petrol,West,Kolkata,2024-03-09,4345033.63
SALE0500,CUST080,Maruti Suzuki Brezza,Mid,SUV,CNG,North-East,Pune,2023-07-05,952549.92
